,X,dataCard,monthYear,day,inches,maxTemp,minTemp,date,sawAvalanche
11476,135458,WA515,415,2,37.5,35,21,4/2/15,NA
11477,135459,WA515,415,3,37.7,33,19,4/3/15,NA
11478,135460,WA515,415,4,37.8,36,18,4/4/15,NA
11479,135461,WA515,415,5,38,34,23,4/5/15,NA
11480,135462,WA515,415,6,37.8,37,22,4/6/15,NA
11481,135463,WA515,415,7,38.1,31,24,4/7/15,NA
11482,135464,WA515,415,8,38.2,45,24,4/8/15,NA
11483,135465,WA515,415,9,38.3,42,28,4/9/15,NA
11484,135466,WA515,415,10,38.3,38,28,4/10/15,NA
11485,135467,WA515,415,11,38.5,28,19,4/11/15,NA
11486,135468,WA515,415,12,39.1,35,18,4/12/15,NA
11487,135469,WA515,415,13,39.1,34,21,4/13/15,NA
11488,135470,WA515,415,14,39.2,31,14,4/14/15,NA
11489,135471,WA515,415,15,39.3,37,13,4/15/15,No
11490,135472,WA515,415,16,39.3,51,25,4/16/15,NA
11491,135473,WA515,415,17,39.3,49,31,4/17/15,NA
11492,135474,WA515,415,18,39.3,50,28,4/18/15,NA
11493,135475,WA515,415,19,39.3,54,35,4/19/15,NA
11494,135476,WA515,415,20,39.3,55,33,4/20/15,NA
11495,135477,WA515,415,21,38.7,51,25,4/21/15,NA
11496,135478,WA515,415,22,37.6,35,15,4/22/15,NA
11497,135479,WA515,415,23,36.9,37,23,4/23/15,NA
11498,135480,WA515,415,24,36.7,35,17,4/24/15,NA
11499,135481,WA515,415,25,36.6,36,21,4/25/15,NA
11500,135482,WA515,415,26,36.4,46,22,4/26/15,NA
11501,135483,WA515,415,27,36.6,46,33,4/27/15,NA
11502,135484,WA515,415,28,36.4,53,29,4/28/15,NA
11503,135485,WA515,415,29,35.6,39,24,4/29/15,NA
11504,135486,WA515,415,30,35.1,40,27,4/30/15,NA
11505,135487,WA515,515,1,35,45,29,5/1/15,NA
11506,135488,WA515,515,2,34.5,45,22,5/2/15,NA
11507,135489,WA515,515,3,33.9,50,31,5/3/15,NA
11508,135490,WA515,515,4,33.3,51,30,5/4/15,NA
11509,135491,WA515,515,5,32.5,36,24,5/5/15,NA
11510,135492,WA515,515,6,32.2,39,24,5/6/15,NA
11511,135493,WA515,515,7,31.9,50,27,5/7/15,NA
11512,135494,WA515,515,8,31.6,52,32,5/8/15,NA
11513,135495,WA515,515,9,31,56,39,5/9/15,NA
11514,135496,WA515,515,10,30.3,55,42,5/10/15,NA
11515,135497,WA515,515,11,29.5,52,34,5/11/15,NA
11516,135498,WA515,515,12,28.7,44,35,5/12/15,NA
11517,135499,WA515,515,13,28.1,39,33,5/13/15,NA
11518,135500,WA515,515,14,28,44,30,5/14/15,NA
11519,135501,WA515,515,15,27.8,48,28,5/15/15,NA
11520,135502,WA515,515,16,26.4,51,36,5/16/15,NA
11521,135503,WA515,515,17,25.1,44,36,5/17/15,NA
11522,135504,WA515,515,18,24.2,52,40,5/18/15,NA
11523,135505,WA515,515,19,23.2,61,41,5/19/15,NA
11524,135506,WA515,515,20,22.2,58,43,5/20/15,NA
11525,135507,WA515,515,21,20.9,60,44,5/21/15,NA
11526,135508,WA515,515,22,19.7,54,43,5/22/15,NA
11527,135509,WA515,515,23,18.8,62,42,5/23/15,NA
11528,135510,WA515,515,24,17.1,47,37,5/24/15,NA
11529,135511,WA515,515,25,15.2,46,36,5/25/15,NA
11530,135512,WA515,515,26,14.1,45,37,5/26/15,NA
11531,135513,WA515,515,27,12.9,58,39,5/27/15,NA
11532,135514,WA515,515,28,10.9,63,45,5/28/15,NA
11533,135515,WA515,515,29,9.2,58,45,5/29/15,NA
11534,135516,WA515,515,30,7.4,60,43,5/30/15,NA
11535,135517,WA515,515,31,5.5,60,42,5/31/15,NA
11536,135518,WA515,615,1,3.7,60,42,6/1/15,NA
11537,135519,WA515,615,2,1.4,43,36,6/2/15,NA
11538,135520,WA515,615,3,0.8,45,31,6/3/15,NA
11689,135671,WA515,1115,1,1.8,33,28,11/1/15,NA
11690,135672,WA515,1115,2,3,37,25,11/2/15,NA
11691,135673,WA515,1115,3,2.9,27,20,11/3/15,NA
11692,135674,WA515,1115,4,2.9,32,19,11/4/15,NA
11693,135675,WA515,1115,5,3,36,25,11/5/15,NA
11694,135676,WA515,1115,6,3.1,36,24,11/6/15,NA
11695,135677,WA515,1115,7,3.1,32,22,11/7/15,NA
11696,135678,WA515,1115,8,3.6,34,25,11/8/15,NA
11697,135679,WA515,1115,9,3.7,28,17,11/9/15,NA
11698,135680,WA515,1115,10,3.5,28,17,11/10/15,NA
11699,135681,WA515,1115,11,3.7,29,21,11/11/15,NA
11700,135682,WA515,1115,12,4.2,33,20,11/12/15,NA
11701,135683,WA515,1115,13,4.9,37,27,11/13/15,NA
11702,135684,WA515,1115,14,6.8,35,29,11/14/15,No
11703,135685,WA515,1115,15,7.7,33,16,11/15/15,NA
11704,135686,WA515,1115,16,8,21,14,11/16/15,NA
11705,135687,WA515,1115,17,8.5,34,18,11/17/15,NA
11706,135688,WA515,1115,18,12.4,22,18,11/18/15,NA
11707,135689,WA515,1115,19,12.9,28,13,11/19/15,NA
11708,135690,WA515,1115,20,12.7,34,10,11/20/15,NA
11709,135691,WA515,1115,21,12.8,47,19,11/21/15,NA
11710,135692,WA515,1115,22,13.1,50,32,11/22/15,NA
11711,135693,WA515,1115,23,13.3,33,24,11/23/15,NA
11712,135694,WA515,1115,24,13.3,24,6,11/24/15,NA
11713,135695,WA515,1115,25,12.7,25,4,11/25/15,NA
11714,135696,WA515,1115,26,12.9,36,19,11/26/15,NA
11715,135697,WA515,1115,27,12.9,41,26,11/27/15,NA
11716,135698,WA515,1115,28,12.9,50,28,11/28/15,NA
11717,135699,WA515,1115,29,13.1,46,35,11/29/15,NA
11718,135700,WA515,1115,30,13,47,25,11/30/15,NA
11719,135701,WA515,1215,1,13,32,11,12/1/15,NA
11720,135702,WA515,1215,2,12.9,32,12,12/2/15,NA
11721,135703,WA515,1215,3,13.1,28,18,12/3/15,NA
11722,135704,WA515,1215,4,14.6,29,22,12/4/15,NA
11723,135705,WA515,1215,5,14.7,24,18,12/5/15,NA
11724,135706,WA515,1215,6,15.9,33,23,12/6/15,NA
11725,135707,WA515,1215,7,16.8,32,25,12/7/15,NA
11726,135708,WA515,1215,8,17.4,34,22,12/8/15,NA
11727,135709,WA515,1215,9,20.9,30,20,12/9/15,NA
11728,135710,WA515,1215,10,22.1,25,16,12/10/15,NA
11729,135711,WA515,1215,11,22.4,24,19,12/11/15,NA
11730,135712,WA515,1215,12,22.3,22,17,12/12/15,NA
11731,135713,WA515,1215,13,23.4,27,18,12/13/15,NA
11732,135714,WA515,1215,14,23.6,23,14,12/14/15,NA
11733,135715,WA515,1215,15,23.6,24,10,12/15/15,NA
11734,135716,WA515,1215,16,23.9,21,8,12/16/15,NA
11735,135717,WA515,1215,17,24.1,13,5,12/17/15,NA
11736,135718,WA515,1215,18,24.5,24,12,12/18/15,NA
11737,135719,WA515,1215,19,25.6,31,13,12/19/15,NA
11738,135720,WA515,1215,20,25.6,21,11,12/20/15,NA
11739,135721,WA515,1215,21,26.9,21,10,12/21/15,NA
11740,135722,WA515,1215,22,27.3,21,15,12/22/15,Yes
11741,135723,WA515,1215,23,27.5,28,12,12/23/15,NA
11742,135724,WA515,1215,24,27.6,23,14,12/24/15,NA
11743,135725,WA515,1215,25,27.8,21,8,12/25/15,NA
11744,135726,WA515,1215,26,27.7,18,9,12/26/15,NA
11745,135727,WA515,1215,27,27.9,17,9,12/27/15,NA
11746,135728,WA515,1215,28,28.1,22,12,12/28/15,NA
11747,135729,WA515,1215,29,28.2,15,4,12/29/15,NA
11748,135730,WA515,1215,30,28.1,21,2,12/30/15,NA
11749,135731,WA515,1215,31,28.2,24,11,12/31/15,NA
11750,135732,WA515,116,1,28.3,31,15,1/1/16,NA
11751,135733,WA515,116,2,28.4,31,5,1/2/16,NA
11752,135734,WA515,116,3,28.4,18,10,1/3/16,NA
11753,135735,WA515,116,4,28.6,21,11,1/4/16,NA
11754,135736,WA515,116,5,29.1,25,20,1/5/16,NA
11755,135737,WA515,116,6,29.2,33,18,1/6/16,NA
11756,135738,WA515,116,7,29.4,29,22,1/7/16,NA
11757,135739,WA515,116,8,29.4,29,19,1/8/16,NA
11758,135740,WA515,116,9,29.4,33,18,1/9/16,NA
11759,135741,WA515,116,10,29.4,34,17,1/10/16,NA
11760,135742,WA515,116,11,29.4,35,13,1/11/16,NA
11761,135743,WA515,116,12,29.6,29,18,1/12/16,NA
11762,135744,WA515,116,13,30.3,31,20,1/13/16,NA
11763,135745,WA515,116,14,30.6,31,14,1/14/16,Yes
11764,135746,WA515,116,15,30.4,28,16,1/15/16,NA
11765,135747,WA515,116,16,30.5,29,16,1/16/16,NA
11766,135748,WA515,116,17,31.1,28,19,1/17/16,NA
11767,135749,WA515,116,18,31.5,32,18,1/18/16,NA
11768,135750,WA515,116,19,31.5,24,19,1/19/16,NA
11769,135751,WA515,116,20,31.8,29,23,1/20/16,NA
11770,135752,WA515,116,21,32.2,27,15,1/21/16,Yes
11771,135752,WA515,116,21,32.2,27,15,1/21/16,Yes
11772,135753,WA515,116,22,33.9,34,22,1/22/16,NA
11773,135754,WA515,116,23,34.7,30,24,1/23/16,NA
11774,135755,WA515,116,24,35.3,29,17,1/24/16,NA
11775,135756,WA515,116,25,35.1,35,17,1/25/16,Yes
11776,135757,WA515,116,26,35.1,35,23,1/26/16,NA
11777,135758,WA515,116,27,35.6,37,20,1/27/16,NA
11778,135759,WA515,116,28,36.1,32,22,1/28/16,NA
11779,135760,WA515,116,29,37.1,25,19,1/29/16,NA
11780,135761,WA515,116,30,37.9,24,16,1/30/16,NA
11781,135762,WA515,116,31,38,23,16,1/31/16,NA
11782,135763,WA515,216,1,38,25,11,2/1/16,NA
11783,135764,WA515,216,2,38,26,12,2/2/16,NA
11784,135765,WA515,216,3,38,23,12,2/3/16,NA
11785,135766,WA515,216,4,38.3,29,22,2/4/16,NA
11786,135767,WA515,216,5,38.7,34,23,2/5/16,NA
11787,135768,WA515,216,6,39.5,25,17,2/6/16,NA
11788,135769,WA515,216,7,40,40,16,2/7/16,NA
11789,135770,WA515,216,8,40.2,51,38,2/8/16,NA
11790,135771,WA515,216,9,40.6,49,36,2/9/16,NA
11791,135772,WA515,216,10,40.7,46,29,2/10/16,NA
11792,135773,WA515,216,11,40.9,35,27,2/11/16,NA
11793,135774,WA515,216,12,41.5,34,27,2/12/16,NA
11794,135775,WA515,216,13,42,29,18,2/13/16,NA
11795,135776,WA515,216,14,42.5,35,23,2/14/16,NA
11796,135777,WA515,216,15,43.3,33,29,2/15/16,NA
11797,135778,WA515,216,16,44.8,37,26,2/16/16,NA
11798,135779,WA515,216,17,44.9,32,19,2/17/16,NA
11799,135780,WA515,216,18,45.3,33,23,2/18/16,NA
11800,135781,WA515,216,19,45.5,28,18,2/19/16,NA
11801,135782,WA515,216,20,45.9,33,18,2/20/16,NA
11802,135783,WA515,216,21,45.9,28,18,2/21/16,NA
11803,135784,WA515,216,22,45.9,32,18,2/22/16,NA
11804,135785,WA515,216,23,46.1,27,19,2/23/16,NA
11805,135786,WA515,216,24,46.1,44,20,2/24/16,NA
11806,135787,WA515,216,25,46.2,37,26,2/25/16,NA
11807,135788,WA515,216,26,46.2,38,25,2/26/16,NA
11808,135789,WA515,216,27,46.5,38,25,2/27/16,NA
11809,135790,WA515,216,28,46.6,31,22,2/28/16,NA
11810,135791,WA515,216,29,47.5,34,20,2/29/16,NA
17248,212077,WA699,1114,20,0.1,37,29,11/20/14,NA
17249,212078,WA699,1114,21,0.1,36,27,11/21/14,NA
17250,212079,WA699,1114,22,1.2,38,31,11/22/14,No
17251,212080,WA699,1114,23,1.4,37,30,11/23/14,NA
17252,212081,WA699,1114,24,2,40,29,11/24/14,NA
17253,212082,WA699,1114,25,2.1,40,32,11/25/14,NA
17254,212083,WA699,1114,26,3.7,42,31,11/26/14,NA
17255,212084,WA699,1114,27,3.7,50,38,11/27/14,NA
17256,212085,WA699,1114,28,3.7,43,31,11/28/14,NA
17257,212086,WA699,1114,29,3.3,32,11,11/29/14,NA
17258,212087,WA699,1114,30,3.3,23,7,11/30/14,NA
17259,212088,WA699,1214,1,3.6,24,9,12/1/14,NA
17260,212089,WA699,1214,2,3.3,23,12,12/2/14,NA
17261,212090,WA699,1214,3,3.4,32,19,12/3/14,No
17262,212091,WA699,1214,4,3.2,29,26,12/4/14,NA
17263,212092,WA699,1214,5,3.3,31,26,12/5/14,NA
17264,212093,WA699,1214,6,3.4,39,31,12/6/14,NA
17265,212094,WA699,1214,7,3.5,35,29,12/7/14,NA
17266,212095,WA699,1214,8,3.5,36,32,12/8/14,NA
17267,212096,WA699,1214,9,3.5,40,33,12/9/14,NA
17268,212097,WA699,1214,10,3.7,40,34,12/10/14,NA
17269,212098,WA699,1214,11,3.7,40,33,12/11/14,NA
17270,212099,WA699,1214,12,3.8,40,32,12/12/14,NA
17271,212100,WA699,1214,13,3.9,44,28,12/13/14,NA
17272,212101,WA699,1214,14,4,35,25,12/14/14,NA
17273,212102,WA699,1214,15,3.9,36,24,12/15/14,NA
17274,212103,WA699,1214,16,3.8,32,29,12/16/14,NA
17275,212104,WA699,1214,17,3.9,33,29,12/17/14,NA
17276,212105,WA699,1214,18,4.1,34,30,12/18/14,NA
17277,212106,WA699,1214,19,4.3,43,30,12/19/14,NA
17278,212107,WA699,1214,20,4.4,34,29,12/20/14,NA
17279,212108,WA699,1214,21,5.8,37,34,12/21/14,NA
17280,212109,WA699,1214,22,6,38,30,12/22/14,NA
17281,212110,WA699,1214,23,6.1,38,31,12/23/14,NA
17282,212111,WA699,1214,24,6.3,37,28,12/24/14,NA
17283,212112,WA699,1214,25,6.3,37,24,12/25/14,NA
17284,212113,WA699,1214,26,6.2,34,23,12/26/14,NA
17285,212114,WA699,1214,27,6.3,33,26,12/27/14,NA
17286,212115,WA699,1214,28,6.7,36,24,12/28/14,NA
17287,212116,WA699,1214,29,6.8,26,11,12/29/14,NA
17288,212117,WA699,1214,30,6.6,21,7,12/30/14,NA
17289,212118,WA699,1214,31,6.7,21,9,12/31/14,Yes
17290,212119,WA699,115,1,6.8,23,10,1/1/15,NA
17291,212120,WA699,115,2,6.8,23,12,1/2/15,NA
17292,212121,WA699,115,3,6.6,26,20,1/3/15,NA
17293,212122,WA699,115,4,6.7,35,19,1/4/15,NA
17294,212123,WA699,115,5,7.6,47,31,1/5/15,NA
17295,212124,WA699,115,6,7.4,42,34,1/6/15,NA
17296,212125,WA699,115,7,7.4,44,33,1/7/15,NA
17297,212126,WA699,115,8,7.5,44,30,1/8/15,NA
17298,212127,WA699,115,9,7.5,37,28,1/9/15,NA
17299,212128,WA699,115,10,7.5,30,26,1/10/15,NA
17300,212129,WA699,115,11,7.5,33,28,1/11/15,NA
17301,212130,WA699,115,12,7.6,37,28,1/12/15,NA
17302,212131,WA699,115,13,7.6,28,24,1/13/15,NA
17303,212132,WA699,115,14,7.7,28,22,1/14/15,NA
17304,212133,WA699,115,15,7.7,27,21,1/15/15,NA
17305,212134,WA699,115,16,8.2,42,24,1/16/15,No
17306,212135,WA699,115,17,8.2,30,25,1/17/15,NA
17307,212136,WA699,115,18,9,38,29,1/18/15,NA
17308,212137,WA699,115,19,9.5,40,27,1/19/15,NA
17309,212138,WA699,115,20,9.5,39,25,1/20/15,NA
17310,212139,WA699,115,21,9.5,34,24,1/21/15,NA
17311,212140,WA699,115,22,9.5,35,25,1/22/15,NA
17312,212141,WA699,115,23,9.5,44,27,1/23/15,NA
17313,212142,WA699,115,24,9.7,51,30,1/24/15,NA
17314,212143,WA699,115,25,9.7,48,36,1/25/15,NA
17315,212144,WA699,115,26,9.7,46,35,1/26/15,NA
17316,212145,WA699,115,27,9.5,51,36,1/27/15,NA
17317,212146,WA699,115,28,9.5,46,30,1/28/15,NA
17318,212147,WA699,115,29,9.4,36,26,1/29/15,NA
17319,212148,WA699,115,30,9.5,31,22,1/30/15,NA
17320,212149,WA699,115,31,9.5,37,20,1/31/15,NA
17321,212150,WA699,215,1,9.5,33,26,2/1/15,NA
17322,212151,WA699,215,2,9.7,40,27,2/2/15,NA
17323,212152,WA699,215,3,10.1,43,31,2/3/15,NA
17324,212153,WA699,215,4,10.2,34,27,2/4/15,No
17325,212154,WA699,215,5,10.6,39,32,2/5/15,NA
17326,212155,WA699,215,6,11.3,42,36,2/6/15,NA
17327,212156,WA699,215,7,11.1,42,36,2/7/15,NA
17328,212157,WA699,215,8,11.1,45,35,2/8/15,NA
17329,212158,WA699,215,9,11.2,45,36,2/9/15,No
17330,212159,WA699,215,10,10.9,51,36,2/10/15,NA
17331,212160,WA699,215,11,10.7,45,35,2/11/15,NA
17332,212161,WA699,215,12,10.6,51,35,2/12/15,NA
17333,212162,WA699,215,13,10.4,51,39,2/13/15,NA
17334,212163,WA699,215,14,10.3,49,34,2/14/15,NA
17335,212164,WA699,215,15,10.2,48,31,2/15/15,NA
17336,212165,WA699,215,16,10.2,45,30,2/16/15,NA
17337,212166,WA699,215,17,10.2,47,30,2/17/15,NA
17338,212167,WA699,215,18,10.1,46,33,2/18/15,NA
17339,212168,WA699,215,19,10,47,33,2/19/15,NA
17340,212169,WA699,215,20,10,49,32,2/20/15,NA
17341,212170,WA699,215,21,10,46,29,2/21/15,No
17342,212171,WA699,215,22,10,41,25,2/22/15,NA
17343,212172,WA699,215,23,10,47,27,2/23/15,NA
17344,212173,WA699,215,24,10,54,31,2/24/15,NA
17345,212174,WA699,215,25,9.8,45,31,2/25/15,NA
17346,212175,WA699,215,26,9.9,47,35,2/26/15,NA
17347,212176,WA699,215,27,10,37,29,2/27/15,NA
17348,212177,WA699,215,28,10.1,43,24,2/28/15,NA
17349,212178,WA699,315,1,10.2,43,26,3/1/15,NA
17350,212179,WA699,315,2,10.2,42,26,3/2/15,NA
17351,212180,WA699,315,3,10.3,41,20,3/3/15,NA
17352,212181,WA699,315,4,10.3,44,25,3/4/15,NA
17353,212182,WA699,315,5,10.1,47,31,3/5/15,NA
17354,212183,WA699,315,6,9.9,55,38,3/6/15,NA
17355,212184,WA699,315,7,10.2,57,38,3/7/15,NA
17356,212185,WA699,315,8,10.1,60,37,3/8/15,NA
17357,212186,WA699,315,9,10,58,40,3/9/15,NA
17358,212187,WA699,315,10,9.6,58,39,3/10/15,NA
17359,212188,WA699,315,11,9.4,52,41,3/11/15,NA
17360,212189,WA699,315,12,8.9,53,38,3/12/15,No
17361,212190,WA699,315,13,8.3,54,38,3/13/15,NA
17362,212191,WA699,315,14,8.2,48,38,3/14/15,NA
17363,212192,WA699,315,15,7.6,40,34,3/15/15,NA
17364,212193,WA699,315,16,8.4,46,33,3/16/15,NA
17365,212194,WA699,315,17,8.4,47,34,3/17/15,NA
17366,212195,WA699,315,18,8.2,53,34,3/18/15,NA
17367,212196,WA699,315,19,8,55,37,3/19/15,NA
17368,212197,WA699,315,20,7.7,50,40,3/20/15,NA
17369,212198,WA699,315,21,7.2,49,33,3/21/15,NA
17370,212199,WA699,315,22,6.6,44,31,3/22/15,NA
17371,212200,WA699,315,23,6.5,49,31,3/23/15,NA
17372,212201,WA699,315,24,6.3,48,33,3/24/15,NA
17373,212202,WA699,315,25,5.8,49,34,3/25/15,NA
17374,212203,WA699,315,26,5.6,63,41,3/26/15,NA
17375,212204,WA699,315,27,4.7,61,42,3/27/15,NA
17376,212205,WA699,315,28,3.9,51,36,3/28/15,No
17377,212206,WA699,315,29,2.8,53,40,3/29/15,NA
17378,212207,WA699,315,30,2,59,40,3/30/15,NA
17379,212208,WA699,315,31,1.2,47,34,3/31/15,NA
17380,212209,WA699,415,1,0.5,46,31,4/1/15,NA
17381,212210,WA699,415,2,0.1,50,30,4/2/15,NA
17606,212435,WA699,1115,13,0.4,47,36,11/13/15,NA
17610,212439,WA699,1115,17,0.6,39,30,11/17/15,NA
17611,212440,WA699,1115,18,1.1,38,27,11/18/15,NA
17612,212441,WA699,1115,19,1,38,25,11/19/15,NA
17613,212442,WA699,1115,20,0.9,37,21,11/20/15,NA
17614,212443,WA699,1115,21,0.9,35,22,11/21/15,NA
17615,212444,WA699,1115,22,1,37,24,11/22/15,No
17616,212445,WA699,1115,23,1,34,26,11/23/15,NA
17617,212446,WA699,1115,24,1.1,36,23,11/24/15,NA
17618,212447,WA699,1115,25,1,33,18,11/25/15,NA
17619,212448,WA699,1115,26,1,37,21,11/26/15,NA
17620,212449,WA699,1115,27,1,33,24,11/27/15,NA
17621,212450,WA699,1115,28,1.1,36,24,11/28/15,NA
17622,212451,WA699,1115,29,1.1,28,13,11/29/15,NA
17623,212452,WA699,1115,30,1,19,11,11/30/15,NA
17624,212453,WA699,1215,1,1.1,21,16,12/1/15,NA
17625,212454,WA699,1215,2,1.3,27,20,12/2/15,NA
17626,212455,WA699,1215,3,1.5,33,26,12/3/15,NA
17627,212456,WA699,1215,4,2.4,40,30,12/4/15,NA
17628,212457,WA699,1215,5,2.5,31,26,12/5/15,NA
17629,212458,WA699,1215,6,3.5,36,30,12/6/15,Yes
17630,212459,WA699,1215,7,4.2,36,33,12/7/15,NA
17631,212460,WA699,1215,8,4.6,47,34,12/8/15,NA
17632,212461,WA699,1215,9,4.7,38,31,12/9/15,NA
17633,212462,WA699,1215,10,5.1,35,31,12/10/15,NA
17634,212463,WA699,1215,11,5.4,35,30,12/11/15,NA
17635,212464,WA699,1215,12,5.4,31,30,12/12/15,NA
17636,212465,WA699,1215,13,6.4,36,29,12/13/15,NA
17637,212466,WA699,1215,14,6.5,40,23,12/14/15,NA
17638,212467,WA699,1215,15,6.5,38,22,12/15/15,Yes
17639,212468,WA699,1215,16,6.5,34,19,12/16/15,NA
17640,212469,WA699,1215,17,6.4,23,21,12/17/15,NA
17641,212470,WA699,1215,18,7.3,31,20,12/18/15,NA
17642,212471,WA699,1215,19,7.5,33,20,12/19/15,NA
17643,212472,WA699,1215,20,7.4,28,20,12/20/15,Yes
17644,212473,WA699,1215,21,7.8,28,23,12/21/15,NA
17645,212474,WA699,1215,22,8.4,34,24,12/22/15,NA
17646,212475,WA699,1215,23,8.5,28,21,12/23/15,NA
17647,212476,WA699,1215,24,8.8,31,19,12/24/15,NA
17648,212477,WA699,1215,25,8.8,33,17,12/25/15,NA
17649,212478,WA699,1215,26,8.8,22,15,12/26/15,NA
17650,212479,WA699,1215,27,8.8,23,17,12/27/15,Yes
17651,212480,WA699,1215,28,9.2,34,20,12/28/15,NA
17652,212481,WA699,1215,29,9.2,26,22,12/29/15,NA
17653,212482,WA699,1215,30,9.2,35,13,12/30/15,NA
17654,212483,WA699,1215,31,9.1,29,11,12/31/15,NA
17655,212484,WA699,116,1,9.1,28,8,1/1/16,NA
17656,212485,WA699,116,2,9.1,24,9,1/2/16,NA
17657,212486,WA699,116,3,9.1,23,11,1/3/16,NA
17658,212487,WA699,116,4,9.6,28,20,1/4/16,NA
17659,212488,WA699,116,5,10,31,26,1/5/16,Yes
17660,212489,WA699,116,6,10.2,36,30,1/6/16,NA
17661,212490,WA699,116,7,10.3,36,30,1/7/16,NA
17662,212491,WA699,116,8,10.2,35,31,1/8/16,NA
17663,212492,WA699,116,9,10.3,35,26,1/9/16,NA
17664,212493,WA699,116,10,10.3,27,19,1/10/16,NA
17665,212494,WA699,116,11,10.3,26,18,1/11/16,NA
17666,212495,WA699,116,12,10.3,27,20,1/12/16,NA
17667,212496,WA699,116,13,10.9,35,27,1/13/16,NA
17668,212497,WA699,116,14,11,40,22,1/14/16,NA
17669,212498,WA699,116,15,11,31,21,1/15/16,NA
17670,212499,WA699,116,16,11,33,25,1/16/16,Yes
17671,212500,WA699,116,17,11.6,31,25,1/17/16,Yes
17672,212501,WA699,116,18,11.9,36,27,1/18/16,Yes
17673,212501,WA699,116,18,11.9,36,27,1/18/16,Yes
17674,212502,WA699,116,19,11.9,32,27,1/19/16,NA
17675,212503,WA699,116,20,12.1,40,30,1/20/16,Yes
17676,212504,WA699,116,21,12.3,34,31,1/21/16,NA
17677,212505,WA699,116,22,13.3,41,31,1/22/16,NA
17678,212506,WA699,116,23,13.6,36,29,1/23/16,NA
17679,212507,WA699,116,24,13.8,44,27,1/24/16,NA
17680,212508,WA699,116,25,13.8,36,24,1/25/16,Yes
17681,212509,WA699,116,26,13.8,34,24,1/26/16,NA
17682,212510,WA699,116,27,13.9,35,29,1/27/16,Yes
17683,212511,WA699,116,28,14,39,32,1/28/16,NA
17684,212512,WA699,116,29,14.2,34,30,1/29/16,NA
17685,212513,WA699,116,30,14.7,38,25,1/30/16,NA
17686,212514,WA699,116,31,14.7,34,23,1/31/16,NA
17687,212515,WA699,216,1,14.6,36,21,2/1/16,NA
17688,212516,WA699,216,2,14.6,35,20,2/2/16,NA
17689,212517,WA699,216,3,14.5,28,21,2/3/16,NA
17690,212518,WA699,216,4,14.7,42,24,2/4/16,NA
17691,212519,WA699,216,5,14.7,38,30,2/5/16,NA
17692,212520,WA699,216,6,14.7,39,26,2/6/16,Yes
17693,212521,WA699,216,7,14.8,44,26,2/7/16,NA
17694,212522,WA699,216,8,14.8,42,30,2/8/16,NA
17695,212523,WA699,216,9,14.8,47,32,2/9/16,NA
17696,212524,WA699,216,10,14.8,46,34,2/10/16,NA
17697,212525,WA699,216,11,14.7,41,34,2/11/16,NA
17698,212526,WA699,216,12,14.8,40,34,2/12/16,NA
17699,212527,WA699,216,13,14.7,44,33,2/13/16,NA
17700,212528,WA699,216,14,14.9,46,33,2/14/16,NA
17701,212529,WA699,216,15,14.9,41,37,2/15/16,NA
17702,212530,WA699,216,16,14.8,48,36,2/16/16,NA
17703,212531,WA699,216,17,14.7,41,35,2/17/16,NA
17704,212532,WA699,216,18,14.7,42,33,2/18/16,NA
17705,212533,WA699,216,19,14.5,36,33,2/19/16,No
17706,212534,WA699,216,20,14.7,42,28,2/20/16,NA
17707,212535,WA699,216,21,14.8,38,26,2/21/16,NA
17708,212536,WA699,216,22,14.8,45,27,2/22/16,NA
17709,212537,WA699,216,23,14.8,41,26,2/23/16,NA
17710,212538,WA699,216,24,14.7,45,29,2/24/16,NA
17711,212539,WA699,216,25,14.6,47,31,2/25/16,NA
17712,212540,WA699,216,26,14.5,48,33,2/26/16,NA
17713,212541,WA699,216,27,14.4,51,35,2/27/16,NA
17714,212542,WA699,216,28,14.4,43,32,2/28/16,NA
17715,212543,WA699,216,29,14.4,44,28,2/29/16,NA
23143,271107,WA791,1114,10,0.1,40,29,11/10/14,NA
23146,271110,WA791,1114,13,0.3,26,18,11/13/14,NA
23147,271111,WA791,1114,14,0.4,31,15,11/14/14,NA
23148,271112,WA791,1114,15,0.5,31,19,11/15/14,NA
23149,271113,WA791,1114,16,0.5,33,21,11/16/14,NA
23150,271114,WA791,1114,17,0.5,32,21,11/17/14,NA
23151,271115,WA791,1114,18,0.5,30,22,11/18/14,NA
23152,271116,WA791,1114,19,0.6,32,29,11/19/14,NA
23153,271117,WA791,1114,20,0.6,35,28,11/20/14,NA
23154,271118,WA791,1114,21,0.9,35,27,11/21/14,NA
23155,271119,WA791,1114,22,1.8,35,31,11/22/14,NA
23156,271120,WA791,1114,23,2.8,35,32,11/23/14,NA
23157,271121,WA791,1114,24,4.2,41,28,11/24/14,NA
23158,271122,WA791,1114,25,5.2,45,34,11/25/14,NA
23159,271123,WA791,1114,26,4.9,46,40,11/26/14,NA
23160,271124,WA791,1114,27,4.3,44,39,11/27/14,NA
23161,271125,WA791,1114,28,3.7,42,27,11/28/14,NA
23162,271126,WA791,1114,29,3.8,27,11,11/29/14,NA
23163,271127,WA791,1114,30,3.8,25,11,11/30/14,NA
23164,271128,WA791,1214,1,3.8,27,11,12/1/14,NA
23165,271129,WA791,1214,2,3.8,23,15,12/2/14,No
