$ Get data for 711:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 19:32:43 from web application
$ Data source: nrcs
$ Data type: Air Temperature Minimum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA711           Rainy Pass
WA711       0212  25     23.00
WA711       0212  26      8.00
WA711       0212  27      2.00
WA711       0212  28     12.00
WA711       0212  29     18.00
WA711       0312   1     22.00
WA711       0312   2     22.00
WA711       0312   3     28.00
WA711       0312   4     31.00
WA711       0312   5     18.00
WA711       0312   6     13.00
WA711       0312   7     12.00
WA711       0312   8     22.00
WA711       0312   9     27.00
WA711       0312  10     32.00
WA711       0312  11     22.00
WA711       0312  12     22.00
WA711       0312  13     17.00
WA711       0312  14     16.00
WA711       0312  15     25.00
WA711       0312  16     23.00
WA711       0312  17     17.00
WA711       0312  18     16.00
WA711       0312  19     18.00
WA711       0312  20     23.00
WA711       0312  21     20.00
WA711       0312  22     20.00
WA711       0312  23     16.00
WA711       0312  24     20.00
WA711       0312  25     24.00
WA711       0312  26     28.00
WA711       0312  27     24.00
WA711       0312  28     30.00
WA711       0312  29     30.00
WA711       0312  30     25.00
WA711       0312  31     24.00
WA711       0412   1     22.00
WA711       0412   2     23.00
WA711       0412   3     27.00
WA711       0412   4     23.00
WA711       0412   5     21.00
WA711       0412   6     24.00
WA711       0412   7     21.00
WA711       0412   8     23.00
WA711       0412   9     31.00
WA711       0412  10     34.00
WA711       0412  11     34.00
WA711       0412  12     30.00
WA711       0412  13     27.00
WA711       0412  14     30.00
WA711       0412  15     31.00
WA711       0412  16     31.00
WA711       0412  17     28.00
WA711       0412  18     30.00
WA711       0412  19     26.00
WA711       0412  20     31.00
WA711       0412  21     28.00
WA711       0412  22     36.00
WA711       0412  23     38.00
WA711       0412  24     37.00
WA711       0412  25     36.00
WA711       0412  26     30.00
WA711       0412  27     30.00
WA711       0412  28     30.00
WA711       0412  29     35.00
WA711       0412  30     31.00
WA711       0512   1     30.00
WA711       0512   2     29.00
WA711       0512   3     31.00
WA711       0512   4     30.00
WA711       0512   5     28.00
WA711       0512   6     29.00
WA711       0512   7     33.00
WA711       0512   8     36.00
WA711       0512   9     29.00
WA711       0512  10     26.00
WA711       0512  11     26.00
WA711       0512  12     33.00
WA711       0512  13     37.00
WA711       0512  14     40.00
WA711       0512  15     40.00
WA711       0512  16     36.00
WA711       0512  17     31.00
WA711       0512  18     30.00
WA711       0512  19     32.00
WA711       0512  20     38.00
WA711       0512  21     36.00
WA711       0512  22     34.00
WA711       0512  23     34.00
WA711       0512  24     33.00
WA711       0512  25     35.00
WA711       0512  26     35.00
WA711       0512  27     36.00
WA711       0512  28     36.00
WA711       0512  29     34.00
WA711       0512  30     34.00
WA711       0512  31     37.00
WA711       0612   1     38.00
WA711       0612   2     36.00
WA711       0612   3     35.00
WA711       0612   4     35.00
WA711       0612   5     34.00
WA711       0612   6     31.00
WA711       0612   7     31.00
WA711       0612   8     34.00
WA711       0612   9     34.00
WA711       0612  10     35.00
WA711       0612  11     33.00
WA711       0612  12     40.00
WA711       0612  13     36.00
WA711       0612  14     34.00
WA711       0612  15     32.00
WA711       0612  16     41.00
WA711       0612  17     38.00
WA711       0612  18     36.00
WA711       0612  19     35.00
WA711       0612  20     36.00
WA711       0612  21     40.00
WA711       0612  22     40.00
WA711       0612  23     37.00
WA711       0612  24     37.00
WA711       0612  25     36.00
WA711       0612  26     37.00
WA711       0612  27     35.00
WA711       0612  28     38.00
WA711       0612  29     42.00
WA711       0612  30     43.00
WA711       0712   1     40.00
WA711       0712   2     38.00
WA711       0712   3     37.00
WA711       0712   4     36.00
WA711       0712   5     39.00
WA711       0712   6     43.00
WA711       0712   7     47.00
WA711       0712   8     50.00
WA711       0712   9     51.00
WA711       0712  10     49.00
WA711       0712  11     46.00
WA711       0712  12     49.00
WA711       0712  13     49.00
WA711       0712  14     51.00
WA711       0712  15     45.00
WA711       0712  16     45.00
WA711       0712  17     53.00
WA711       0712  18     50.00
WA711       0712  19     47.00
WA711       0712  20     47.00
WA711       0712  21     46.00
WA711       0712  22     42.00
WA711       0712  23     39.00
WA711       0712  24     39.00
WA711       0712  25     49.00
WA711       0712  26     50.00
WA711       0712  27     49.00
WA711       0712  28     46.00
WA711       0712  29     46.00
WA711       0712  30     49.00
WA711       0712  31   -999.00
WA711       0812   1     46.00
WA711       0812   2     46.00
WA711       0812   3     45.00
WA711       0812   4     53.00
WA711       0812   5     55.00
WA711       0812   6     53.00
WA711       0812   7     51.00
WA711       0812   8     50.00
WA711       0812   9     47.00
WA711       0812  10     49.00
WA711       0812  11     48.00
WA711       0812  12     53.00
WA711       0812  13     52.00
WA711       0812  14     51.00
WA711       0812  15     47.00
WA711       0812  16     50.00
WA711       0812  17     54.00
WA711       0812  18     55.00
WA711       0812  19     54.00
WA711       0812  20     51.00
WA711       0812  21     47.00
WA711       0812  22     43.00
WA711       0812  23     41.00
WA711       0812  24     39.00
WA711       0812  25     40.00
WA711       0812  26     46.00
WA711       0812  27     45.00
WA711       0812  28     43.00
WA711       0812  29     40.00
WA711       0812  30     38.00
WA711       0812  31     41.00
WA711       0912   1     41.00
WA711       0912   2     38.00
WA711       0912   3     40.00
WA711       0912   4     42.00
WA711       0912   5     44.00
WA711       0912   6     42.00
WA711       0912   7     46.00
WA711       0912   8     47.00
WA711       0912   9     43.00
WA711       0912  10     35.00
WA711       0912  11     34.00
WA711       0912  12     33.00
WA711       0912  13     40.00
WA711       0912  14     45.00
WA711       0912  15     46.00
WA711       0912  16     44.00
WA711       0912  17     47.00
WA711       0912  18     50.00
WA711       0912  19     49.00
WA711       0912  20     51.00
WA711       0912  21     46.00
WA711       0912  22     42.00
WA711       0912  23     45.00
WA711       0912  24     48.00
WA711       0912  25     42.00
WA711       0912  26     40.00
WA711       0912  27     44.00
WA711       0912  28     46.00
WA711       0912  29     42.00
WA711       0912  30     37.00
WA711       1012   1     41.00
WA711       1012   2     31.00
WA711       1012   3     29.00
WA711       1012   4     31.00
WA711       1012   5     31.00
WA711       1012   6     35.00
WA711       1012   7     39.00
WA711       1012   8     43.00
WA711       1012   9     42.00
WA711       1012  10     41.00
WA711       1012  11     40.00
WA711       1012  12     42.00
WA711       1012  13     41.00
WA711       1012  14     44.00
WA711       1012  15     42.00
WA711       1012  16     32.00
WA711       1012  17     32.00
WA711       1012  18     34.00
WA711       1012  19     33.00
WA711       1012  20     25.00
WA711       1012  21     24.00
WA711       1012  22     27.00
WA711       1012  23     28.00
WA711       1012  24     28.00
WA711       1012  25     26.00
WA711       1012  26     29.00
WA711       1012  27     29.00
WA711       1012  28     33.00
WA711       1012  29     34.00
WA711       1012  30     35.00
WA711       1012  31     36.00
WA711       1112   1     35.00
WA711       1112   2     34.00
WA711       1112   3     36.00
WA711       1112   4     38.00
WA711       1112   5     32.00
WA711       1112   6     33.00
WA711       1112   7     25.00
WA711       1112   8     24.00
WA711       1112   9     21.00
WA711       1112  10     17.00
WA711       1112  11     17.00
WA711       1112  12     22.00
WA711       1112  13     28.00
WA711       1112  14     26.00
WA711       1112  15     26.00
WA711       1112  16     25.00
WA711       1112  17     28.00
WA711       1112  18     28.00
WA711       1112  19     31.00
WA711       1112  20     28.00
WA711       1112  21     27.00
WA711       1112  22     22.00
WA711       1112  23     27.00
WA711       1112  24     24.00
WA711       1112  25     19.00
WA711       1112  26     18.00
WA711       1112  27     20.00
WA711       1112  28     23.00
WA711       1112  29     28.00
WA711       1112  30     29.00
WA711       1212   1     31.00
WA711       1212   2     30.00
WA711       1212   3     30.00
WA711       1212   4     31.00
WA711       1212   5     24.00
WA711       1212   6     25.00
WA711       1212   7     21.00
WA711       1212   8     20.00
WA711       1212   9     19.00
WA711       1212  10     24.00
WA711       1212  11     25.00
WA711       1212  12     24.00
WA711       1212  13     18.00
WA711       1212  14     19.00
WA711       1212  15     19.00
WA711       1212  16     19.00
WA711       1212  17     20.00
WA711       1212  18     15.00
WA711       1212  19     16.00
WA711       1212  20     18.00
WA711       1212  21     15.00
WA711       1212  22     24.00
WA711       1212  23     21.00
WA711       1212  24     20.00
WA711       1212  25     19.00
WA711       1212  26     21.00
WA711       1212  27     22.00
WA711       1212  28     19.00
WA711       1212  29     21.00
WA711       1212  30     14.00
WA711       1212  31     15.00
WA711       0113   1     16.00
WA711       0113   2     11.00
WA711       0113   3      6.00
WA711       0113   4     12.00
WA711       0113   5     16.00
WA711       0113   6     21.00
WA711       0113   7     21.00
WA711       0113   8     26.00
WA711       0113   9     24.00
WA711       0113  10     15.00
WA711       0113  11      9.00
WA711       0113  12      7.00
WA711       0113  13     11.00
WA711       0113  14     19.00
WA711       0113  15     17.00
WA711       0113  16     26.00
WA711       0113  17     28.00
WA711       0113  18     29.00
WA711       0113  19     28.00
WA711       0113  20     28.00
WA711       0113  21     24.00
WA711       0113  22     20.00
WA711       0113  23     18.00
WA711       0113  24     21.00
WA711       0113  25     20.00
WA711       0113  26     19.00
WA711       0113  27     24.00
WA711       0113  28     23.00
WA711       0113  29     26.00
WA711       0113  30     28.00
WA711       0113  31     31.00
WA711       0213   1     28.00
WA711       0213   2     26.00
WA711       0213   3     29.00
WA711       0213   4     30.00
WA711       0213   5     29.00
WA711       0213   6     28.00
WA711       0213   7     24.00
WA711       0213   8     22.00
WA711       0213   9     23.00
WA711       0213  10     22.00
WA711       0213  11     24.00
WA711       0213  12     26.00
WA711       0213  13     27.00
WA711       0213  14     26.00
WA711       0213  15     27.00
WA711       0213  16     28.00
WA711       0213  17     20.00
WA711       0213  18     18.00
WA711       0213  19     16.00
WA711       0213  20     15.00
WA711       0213  21     18.00
WA711       0213  22     24.00
WA711       0213  23     24.00
WA711       0213  24     22.00
WA711       0213  25     25.00
WA711       0213  26     24.00
WA711       0213  27     24.00
WA711       0213  28     25.00
WA711       0313   1     34.00
WA711       0313   2     24.00
WA711       0313   3     24.00
WA711       0313   4     21.00
WA711       0313   5     21.00
WA711       0313   6     24.00
WA711       0313   7     26.00
WA711       0313   8     22.00
WA711       0313   9     22.00
WA711       0313  10     26.00
WA711       0313  11     26.00
WA711       0313  12     29.00
WA711       0313  13     34.00
WA711       0313  14     32.00
WA711       0313  15     33.00
WA711       0313  16     24.00
WA711       0313  17     23.00
WA711       0313  18     17.00
WA711       0313  19     15.00
WA711       0313  20     22.00
WA711       0313  21     21.00
WA711       0313  22     18.00
WA711       0313  23     13.00
WA711       0313  24     15.00
WA711       0313  25     18.00
WA711       0313  26     22.00
WA711       0313  27     31.00
WA711       0313  28     30.00
WA711       0313  29     31.00
WA711       0313  30     31.00
WA711       0313  31     35.00
WA711       0413   1     36.00
WA711       0413   2     35.00
WA711       0413   3     35.00
WA711       0413   4     36.00
WA711       0413   5     35.00
WA711       0413   6     29.00
WA711       0413   7     29.00
WA711       0413   8     29.00
WA711       0413   9     31.00
WA711       0413  10     31.00
WA711       0413  11     27.00
WA711       0413  12     25.00
WA711       0413  13     22.00
WA711       0413  14     24.00
WA711       0413  15     23.00
WA711       0413  16     24.00
WA711       0413  17     23.00
WA711       0413  18     31.00
WA711       0413  19     33.00
WA711       0413  20     33.00
WA711       0413  21     24.00
WA711       0413  22     21.00
WA711       0413  23     27.00
WA711       0413  24     29.00
WA711       0413  25     31.00
WA711       0413  26     36.00
WA711       0413  27     34.00
WA711       0413  28     32.00
WA711       0413  29     25.00
WA711       0413  30     25.00
WA711       0513   1     23.00
WA711       0513   2     31.00
WA711       0513   3     34.00
WA711       0513   4     35.00
WA711       0513   5     38.00
WA711       0513   6     41.00
WA711       0513   7     42.00
WA711       0513   8     40.00
WA711       0513   9     40.00
WA711       0513  10     42.00
WA711       0513  11     42.00
WA711       0513  12     39.00
WA711       0513  13     32.00
WA711       0513  14     31.00
WA711       0513  15     32.00
WA711       0513  16     36.00
WA711       0513  17     37.00
WA711       0513  18     36.00
WA711       0513  19     36.00
WA711       0513  20     36.00
WA711       0513  21     33.00
WA711       0513  22     33.00
WA711       0513  23     32.00
WA711       0513  24     33.00
WA711       0513  25     33.00
WA711       0513  26     35.00
WA711       0513  27     35.00
WA711       0513  28     36.00
WA711       0513  29     36.00
WA711       0513  30     35.00
WA711       0513  31     35.00
WA711       0613   1     37.00
WA711       0613   2     37.00
WA711       0613   3     39.00
WA711       0613   4     39.00
WA711       0613   5     42.00
WA711       0613   6     41.00
WA711       0613   7     38.00
WA711       0613   8     36.00
WA711       0613   9     37.00
WA711       0613  10     35.00
WA711       0613  11     37.00
WA711       0613  12     36.00
WA711       0613  13     36.00
WA711       0613  14     38.00
WA711       0613  15     37.00
WA711       0613  16     44.00
WA711       0613  17     44.00
WA711       0613  18     42.00
WA711       0613  19     39.00
WA711       0613  20     37.00
WA711       0613  21     38.00
WA711       0613  22     40.00
WA711       0613  23     44.00
WA711       0613  24     41.00
WA711       0613  25     38.00
WA711       0613  26     40.00
WA711       0613  27     42.00
WA711       0613  28     46.00
WA711       0613  29     52.00
WA711       0613  30     52.00
WA711       0713   1     55.00
WA711       0713   2     53.00
WA711       0713   3     47.00
WA711       0713   4     44.00
WA711       0713   5     46.00
WA711       0713   6     48.00
WA711       0713   7     50.00
WA711       0713   8     48.00
WA711       0713   9     49.00
WA711       0713  10     46.00
WA711       0713  11     40.00
WA711       0713  12     38.00
WA711       0713  13     41.00
WA711       0713  14     43.00
WA711       0713  15     42.00
WA711       0713  16     45.00
WA711       0713  17     51.00
WA711       0713  18     52.00
WA711       0713  19     48.00
WA711       0713  20     49.00
WA711       0713  21     48.00
WA711       0713  22     49.00
WA711       0713  23     49.00
WA711       0713  24     50.00
WA711       0713  25     50.00
WA711       0713  26     49.00
WA711       0713  27     46.00
WA711       0713  28     44.00
WA711       0713  29     45.00
WA711       0713  30     47.00
WA711       0713  31     47.00
WA711       0813   1     49.00
WA711       0813   2     48.00
WA711       0813   3     47.00
WA711       0813   4     49.00
WA711       0813   5     49.00
WA711       0813   6     51.00
WA711       0813   7     49.00
WA711       0813   8     50.00
WA711       0813   9     52.00
WA711       0813  10     51.00
WA711       0813  11     48.00
WA711       0813  12     46.00
WA711       0813  13     48.00
WA711       0813  14     50.00
WA711       0813  15     46.00
WA711       0813  16     45.00
WA711       0813  17     47.00
WA711       0813  18     46.00
WA711       0813  19     46.00
WA711       0813  20     44.00
WA711       0813  21     44.00
WA711       0813  22     51.00
WA711       0813  23     48.00
WA711       0813  24     44.00
WA711       0813  25     42.00
WA711       0813  26     46.00
WA711       0813  27     45.00
WA711       0813  28     50.00
WA711       0813  29     49.00
WA711       0813  30     44.00
WA711       0813  31     42.00
WA711       0913   1     48.00
WA711       0913   2     50.00
WA711       0913   3     48.00
WA711       0913   4     47.00
WA711       0913   5     50.00
WA711       0913   6     47.00
WA711       0913   7     47.00
WA711       0913   8     47.00
WA711       0913   9     49.00
WA711       0913  10     48.00
WA711       0913  11     51.00
WA711       0913  12     54.00
WA711       0913  13     53.00
WA711       0913  14     54.00
WA711       0913  15     48.00
WA711       0913  16     47.00
WA711       0913  17     41.00
WA711       0913  18     37.00
WA711       0913  19     36.00
WA711       0913  20     39.00
WA711       0913  21     40.00
WA711       0913  22     36.00
WA711       0913  23     36.00
WA711       0913  24     34.00
WA711       0913  25     34.00
WA711       0913  26     36.00
WA711       0913  27     34.00
WA711       0913  28     34.00
WA711       0913  29     34.00
WA711       0913  30     33.00
WA711       1013   1     32.00
WA711       1013   2     33.00
WA711       1013   3     32.00
WA711       1013   4     31.00
WA711       1013   5     34.00
WA711       1013   6     37.00
WA711       1013   7     35.00
WA711       1013   8     32.00
WA711       1013   9     29.00
WA711       1013  10     32.00
WA711       1013  11     32.00
WA711       1013  12     32.00
WA711       1013  13     31.00
WA711       1013  14     31.00
WA711       1013  15     33.00
WA711       1013  16     34.00
WA711       1013  17     33.00
WA711       1013  18     35.00
WA711       1013  19     40.00
WA711       1013  20     41.00
WA711       1013  21     42.00
WA711       1013  22     40.00
WA711       1013  23     38.00
WA711       1013  24     36.00
WA711       1013  25     37.00
WA711       1013  26     34.00
WA711       1013  27     34.00
WA711       1013  28     28.00
WA711       1013  29     26.00
WA711       1013  30     30.00
WA711       1013  31     32.00
WA711       1113   1     32.00
WA711       1113   2     30.00
WA711       1113   3     25.00
WA711       1113   4     24.00
WA711       1113   5     26.00
WA711       1113   6     26.00
WA711       1113   7     28.00
WA711       1113   8     27.00
WA711       1113   9     24.00
WA711       1113  10     30.00
WA711       1113  11     32.00
WA711       1113  12     34.00
WA711       1113  13     34.00
WA711       1113  14     30.00
WA711       1113  15     28.00
WA711       1113  16     25.00
WA711       1113  17     25.00
WA711       1113  18     28.00
WA711       1113  19     21.00
WA711       1113  20     11.00
WA711       1113  21     10.00
WA711       1113  22     16.00
WA711       1113  23     21.00
WA711       1113  24     28.00
WA711       1113  25     30.00
WA711       1113  26     28.00
WA711       1113  27     28.00
WA711       1113  28     27.00
WA711       1113  29     32.00
WA711       1113  30     32.00
WA711       1213   1     29.00
WA711       1213   2     11.00
WA711       1213   3      4.00
WA711       1213   4      0.00
WA711       1213   5      0.00
WA711       1213   6     -4.00
WA711       1213   7    -10.00
WA711       1213   8      0.00
WA711       1213   9      9.00
WA711       1213  10     17.00
WA711       1213  11     15.00
WA711       1213  12     13.00
WA711       1213  13     28.00
WA711       1213  14     31.00
WA711       1213  15     31.00
WA711       1213  16     27.00
WA711       1213  17     27.00
WA711       1213  18     16.00
WA711       1213  19      8.00
WA711       1213  20     15.00
WA711       1213  21     26.00
WA711       1213  22     29.00
WA711       1213  23     29.00
WA711       1213  24     20.00
WA711       1213  25     20.00
WA711       1213  26     31.00
WA711       1213  27     30.00
WA711       1213  28     25.00
WA711       1213  29     25.00
WA711       1213  30     29.00
WA711       1213  31     28.00
WA711       0114   1     25.00
WA711       0114   2     31.00
WA711       0114   3     21.00
WA711       0114   4     14.00
WA711       0114   5     20.00
WA711       0114   6     20.00
WA711       0114   7     24.00
WA711       0114   8     21.00
WA711       0114   9     24.00
WA711       0114  10     28.00
WA711       0114  11     29.00
WA711       0114  12     26.00
WA711       0114  13     32.00
WA711       0114  14     33.00
WA711       0114  15     29.00
WA711       0114  16     28.00
WA711       0114  17     30.00
WA711       0114  18     28.00
WA711       0114  19     26.00
WA711       0114  20     24.00
WA711       0114  21     24.00
WA711       0114  22     28.00
WA711       0114  23     28.00
WA711       0114  24     29.00
WA711       0114  25     30.00
WA711       0114  26     31.00
WA711       0114  27     23.00
WA711       0114  28     23.00
WA711       0114  29     22.00
WA711       0114  30     23.00
WA711       0114  31     19.00
WA711       0214   1     15.00
WA711       0214   2     14.00
WA711       0214   3      8.00
WA711       0214   4      4.00
WA711       0214   5     -7.00
WA711       0214   6     -9.00
WA711       0214   7     -1.00
WA711       0214   8      0.00
WA711       0214   9     12.00
WA711       0214  10     16.00
WA711       0214  11     24.00
WA711       0214  12     25.00
WA711       0214  13     23.00
WA711       0214  14     25.00
WA711       0214  15     23.00
WA711       0214  16     23.00
WA711       0214  17     25.00
WA711       0214  18     23.00
WA711       0214  19     21.00
WA711       0214  20     22.00
WA711       0214  21     19.00
WA711       0214  22     16.00
WA711       0214  23     18.00
WA711       0214  24     18.00
WA711       0214  25     20.00
WA711       0214  26     21.00
WA711       0214  27     28.00
WA711       0214  28     24.00
WA711       0314   1     10.00
WA711       0314   2      9.00
WA711       0314   3     12.00
WA711       0314   4     29.00
WA711       0314   5     31.00
WA711       0314   6     33.00
WA711       0314   7     31.00
WA711       0314   8     28.00
WA711       0314   9     33.00
WA711       0314  10     29.00
WA711       0314  11     23.00
WA711       0314  12     25.00
WA711       0314  13     28.00
WA711       0314  14     28.00
WA711       0314  15     28.00
WA711       0314  16     29.00
WA711       0314  17     19.00
WA711       0314  18     18.00
WA711       0314  19     24.00
WA711       0314  20     22.00
WA711       0314  21     14.00
WA711       0314  22     16.00
WA711       0314  23     24.00
WA711       0314  24     23.00
WA711       0314  25     29.00
WA711       0314  26     29.00
WA711       0314  27     30.00
WA711       0314  28     28.00
WA711       0314  29     29.00
WA711       0314  30     25.00
WA711       0314  31     21.00
WA711       0414   1     24.00
WA711       0414   2     26.00
WA711       0414   3     28.00
WA711       0414   4     29.00
WA711       0414   5     29.00
WA711       0414   6     32.00
WA711       0414   7     33.00
WA711       0414   8     31.00
WA711       0414   9     28.00
WA711       0414  10     28.00
WA711       0414  11     31.00
WA711       0414  12     29.00
WA711       0414  13     27.00
WA711       0414  14     29.00
WA711       0414  15     31.00
WA711       0414  16     31.00
WA711       0414  17     32.00
WA711       0414  18     26.00
WA711       0414  19     26.00
WA711       0414  20     30.00
WA711       0414  21     31.00
WA711       0414  22     26.00
WA711       0414  23     26.00
WA711       0414  24     31.00
WA711       0414  25     30.00
WA711       0414  26     29.00
WA711       0414  27     28.00
WA711       0414  28     28.00
WA711       0414  29     30.00
WA711       0414  30     34.00
WA711       0514   1     38.00
WA711       0514   2     39.00
WA711       0514   3     34.00
WA711       0514   4     34.00
WA711       0514   5     33.00
WA711       0514   6     34.00
WA711       0514   7     34.00
WA711       0514   8     33.00
WA711       0514   9     33.00
WA711       0514  10     31.00
WA711       0514  11     35.00
WA711       0514  12     34.00
WA711       0514  13     36.00
WA711       0514  14     39.00
WA711       0514  15     41.00
WA711       0514  16     38.00
WA711       0514  17     35.00
WA711       0514  18     35.00
WA711       0514  19     36.00
WA711       0514  20     36.00
WA711       0514  21     37.00
WA711       0514  22     38.00
WA711       0514  23     40.00
WA711       0514  24     37.00
WA711       0514  25     36.00
WA711       0514  26     36.00
WA711       0514  27     33.00
WA711       0514  28     35.00
WA711       0514  29     35.00
WA711       0514  30     35.00
WA711       0514  31     38.00
WA711       0614   1     38.00
WA711       0614   2     40.00
WA711       0614   3     40.00
WA711       0614   4     38.00
WA711       0614   5     36.00
WA711       0614   6     37.00
WA711       0614   7     38.00
WA711       0614   8     40.00
WA711       0614   9     38.00
WA711       0614  10     37.00
WA711       0614  11     35.00
WA711       0614  12     38.00
WA711       0614  13     37.00
WA711       0614  14     37.00
WA711       0614  15     36.00
WA711       0614  16     35.00
WA711       0614  17     36.00
WA711       0614  18     39.00
WA711       0614  19     39.00
WA711       0614  20     35.00
WA711       0614  21     33.00
WA711       0614  22     40.00
WA711       0614  23     45.00
WA711       0614  24     42.00
WA711       0614  25     42.00
WA711       0614  26     44.00
WA711       0614  27     42.00
WA711       0614  28     42.00
WA711       0614  29     40.00
WA711       0614  30     37.00
WA711       0714   1     47.00
WA711       0714   2     50.00
WA711       0714   3     46.00
WA711       0714   4     43.00
WA711       0714   5     44.00
WA711       0714   6     48.00
WA711       0714   7     49.00
WA711       0714   8     49.00
WA711       0714   9     49.00
WA711       0714  10     45.00
WA711       0714  11     50.00
WA711       0714  12     55.00
WA711       0714  13     57.00
WA711       0714  14     57.00
WA711       0714  15     55.00
WA711       0714  16     55.00
WA711       0714  17     50.00
WA711       0714  18     47.00
WA711       0714  19     50.00
WA711       0714  20     45.00
WA711       0714  21     44.00
WA711       0714  22     47.00
WA711       0714  23     40.00
WA711       0714  24     40.00
WA711       0714  25     40.00
WA711       0714  26     43.00
WA711       0714  27     46.00
WA711       0714  28     53.00
WA711       0714  29     53.00
WA711       0714  30     52.00
WA711       0714  31     50.00
WA711       0814   1     55.00
WA711       0814   2     56.00
WA711       0814   3     54.00
WA711       0814   4     55.00
WA711       0814   5     52.00
WA711       0814   6     48.00
WA711       0814   7     48.00
WA711       0814   8     46.00
WA711       0814   9     45.00
WA711       0814  10     49.00
WA711       0814  11     55.00
WA711       0814  12     56.00
WA711       0814  13     53.00
WA711       0814  14     48.00
WA711       0814  15     47.00
WA711       0814  16     51.00
WA711       0814  17     52.00
WA711       0814  18     52.00
WA711       0814  19     51.00
WA711       0814  20     48.00
WA711       0814  21     45.00
WA711       0814  22     44.00
WA711       0814  23     44.00
WA711       0814  24     46.00
WA711       0814  25     45.00
WA711       0814  26     48.00
WA711       0814  27     52.00
WA711       0814  28     48.00
WA711       0814  29     45.00
WA711       0814  30     44.00
WA711       0814  31     41.00
WA711       0914   1     42.00
WA711       0914   2     40.00
WA711       0914   3     39.00
WA711       0914   4     37.00
WA711       0914   5     43.00
WA711       0914   6     46.00
WA711       0914   7     47.00
WA711       0914   8     46.00
WA711       0914   9     41.00
WA711       0914  10     34.00
WA711       0914  11     31.00
WA711       0914  12   -999.00
WA711       0914  13     39.00
WA711       0914  14     43.00
WA711       0914  15     44.00
WA711       0914  16     49.00
WA711       0914  17     50.00
WA711       0914  18     48.00
WA711       0914  19     45.00
WA711       0914  20     39.00
WA711       0914  21     48.00
WA711       0914  22     49.00
WA711       0914  23     46.00
WA711       0914  24     45.00
WA711       0914  25     42.00
WA711       0914  26     41.00
WA711       0914  27     40.00
WA711       0914  28     42.00
WA711       0914  29     41.00
WA711       0914  30     39.00
WA711       1014   1     37.00
WA711       1014   2     34.00
WA711       1014   3     36.00
WA711       1014   4     45.00
WA711       1014   5     43.00
WA711       1014   6     47.00
WA711       1014   7     46.00
WA711       1014   8     43.00
WA711       1014   9     42.00
WA711       1014  10     42.00
WA711       1014  11     39.00
WA711       1014  12     39.00
WA711       1014  13     38.00
WA711       1014  14     38.00
WA711       1014  15     37.00
WA711       1014  16     36.00
WA711       1014  17     37.00
WA711       1014  18     40.00
WA711       1014  19     41.00
WA711       1014  20     40.00
WA711       1014  21     37.00
WA711       1014  22     37.00
WA711       1014  23     32.00
WA711       1014  24     31.00
WA711       1014  25     34.00
WA711       1014  26     33.00
WA711       1014  27     30.00
WA711       1014  28     32.00
WA711       1014  29     33.00
WA711       1014  30     34.00
WA711       1014  31     35.00
WA711       1114   1     33.00
WA711       1114   2     31.00
WA711       1114   3     35.00
WA711       1114   4     33.00
WA711       1114   5     34.00
WA711       1114   6     35.00
WA711       1114   7     32.00
WA711       1114   8     31.00
WA711       1114   9     30.00
WA711       1114  10     23.00
WA711       1114  11     12.00
WA711       1114  12      9.00
WA711       1114  13      9.00
WA711       1114  14     10.00
WA711       1114  15     10.00
WA711       1114  16     17.00
WA711       1114  17     18.00
WA711       1114  18     22.00
WA711       1114  19     24.00
WA711       1114  20     26.00
WA711       1114  21     24.00
WA711       1114  22     25.00
WA711       1114  23     27.00
WA711       1114  24     26.00
WA711       1114  25     29.00
WA711       1114  26     29.00
WA711       1114  27     35.00
WA711       1114  28     23.00
WA711       1114  29     -3.00
WA711       1114  30     -1.00
WA711       1214   1      4.00
WA711       1214   2     14.00
WA711       1214   3     16.00
WA711       1214   4     20.00
WA711       1214   5     24.00
WA711       1214   6     28.00
WA711       1214   7     29.00
WA711       1214   8     29.00
WA711       1214   9     31.00
WA711       1214  10     33.00
WA711       1214  11     33.00
WA711       1214  12     31.00
WA711       1214  13     24.00
WA711       1214  14     20.00
WA711       1214  15     24.00
WA711       1214  16     26.00
WA711       1214  17     27.00
WA711       1214  18     28.00
WA711       1214  19     27.00
WA711       1214  20     27.00
WA711       1214  21     30.00
WA711       1214  22     26.00
WA711       1214  23     27.00
WA711       1214  24     26.00
WA711       1214  25     23.00
WA711       1214  26     21.00
WA711       1214  27     23.00
WA711       1214  28     20.00
WA711       1214  29      2.00
WA711       1214  30      1.00
WA711       1214  31     17.00
WA711       0115   1     17.00
WA711       0115   2     20.00
WA711       0115   3     23.00
WA711       0115   4     19.00
WA711       0115   5     32.00
WA711       0115   6     33.00
WA711       0115   7     31.00
WA711       0115   8     27.00
WA711       0115   9     27.00
WA711       0115  10     28.00
WA711       0115  11     27.00
WA711       0115  12     26.00
WA711       0115  13     21.00
WA711       0115  14     18.00
WA711       0115  15     19.00
WA711       0115  16     20.00
WA711       0115  17     23.00
WA711       0115  18     25.00
WA711       0115  19     24.00
WA711       0115  20     20.00
WA711       0115  21     19.00
WA711       0115  22     25.00
WA711       0115  23     28.00
